Cliente,valorTotal,qCom,uCom,vProd,vUnCom,xProd,indTot,qCom (2),uCom (2),vProd (2),vUnCom (2),xProd (2),indTot (2),qCom (3),uCom (3),vProd (3),vUnCom (3),xProd (3),indTot (3),qCom (4),uCom (4),vProd (4),vUnCom (4),xProd (4),Scored Labels
1,94.94,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.202,KG,82.45,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,86.0998651408786
2,89.69,1,UN,3.5,3.5,AGUA,1,1.06,KG,72.71,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,86.0612170906279
3,137.28,1,UN,3.5,3.5,AGUA,1,1.754,KG,120.32,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,86.0225690403771
4,280.21,2,UN,33.6,16.8,WHISKY,1,5,UN,22.5,4.5,SUCO,1,2.794,KG,191.66,68.6,BUFFET,1,5,UN,32.5,6.5,CERVEJA LATA,85.9839209901264
5,142.99,1,UN,21.6,21.6,SUSHI ESPECIAL,1,1,UN,76.8,76.8,SUSHI ESPECIAL,1,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,85.9452729398757
6,115.23,2,UN,9,4.5,SUCO,1,1,UN,4.9,4.9,SUCO,1,1.412,KG,96.86,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.906624889625
7,212.91,1,UN,3.5,3.5,AGUA,1,2,UN,7,3.5,AGUA,1,2.82,KG,193.45,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.8679768393743
8,232.38,1,UN,21.6,21.6,SASHIMI,1,3,UN,13.5,4.5,LIMONADA,1,2,UN,12,6,CERVEJA LATA,1,2.57,KG,176.3,68.6,BUFFET,85.8293287891235
9,80.42,3,UN,10.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.808,KG,55.42,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,85.7906807388728
10,122.02,3,UN,10.5,3.5,AGUA,1,1.33,KG,91.23,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,1,UN,6.8,6.8,HARUMAKI,85.7520326886221
11,119.95,3,UN,13.5,4.5,SUCO,1,3,UN,10.5,3.5,AGUA,1,1.202,KG,82.45,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,85.7133846383714
12,108.24,3,UN,10.5,3.5,AGUA,1,6,UN,21,3.5,AGUA,1,1,UN,3.5,3.5,CAFE EXPRESSO,1,1.068,KG,73.26,68.6,BUFFET,85.6747365881207
13,95.52,3,UN,13.5,4.5,SUCO,1,3,UN,10.5,3.5,AGUA,1,0.846,KG,58.03,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,85.6360885378699
14,90.42,1,UN,1,1,CHA,1,0.91,KG,62.42,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,85.5974404876192
15,85.24,3,UN,10.5,3.5,AGUA,1,1,UN,1,1,CHA,1,3,UN,3,1,CHA,1,1,UN,16,16,WHISKY,85.5587924373685
16,349.47,1,UN,38.4,38.4,YAKISSOBA,1,1,UN,43.2,43.2,YAKISSOBA,1,2.79,KG,191.39,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,85.5201443871178
17,61.89,3,UN,10.5,3.5,AGUA,1,3,UN,10.5,3.5,AGUA,1,1,UN,12.5,12.5,WHISKY,1,0.414,KG,28.4,68.6,BUFFET,85.481496336867
18,153.18,3,UN,10.5,3.5,AGUA,1,1.49,KG,102.21,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,85.4428482866163
19,121.43,1,UN,23.8,23.8,SUSHI ESPECIAL,1,0.658,KG,45.13,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,85.4042002363656
20,59.06,1,UN,7.2,7.2,HARUMAKI,1,1,UN,20.9,20.9,SAKE,1,1,UN,8,8,SOBREMESA,1,0.138,KG,9.46,68.6,BUFFET,85.3655521861149
21,78.31,1,UN,3.5,3.5,AGUA,1,2,UN,2,1,CHA,1,0.996,KG,68.32,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.3269041358642
22,94.49,1,UN,4.5,4.5,SUCO,1,1,UN,4.5,4.5,LIMONADA,1,1.2,KG,82.32,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,85.2882560856134
23,68.04,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.782,KG,53.64,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,6.4,3.2,DOCINHOS,85.2496080353627
24,170.37,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,2.236,KG,153.38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.210959985112
25,124.03,2,UN,9,4.5,SUCO,1,1,UN,4.5,4.5,LIMONADA,1,1.546,KG,106.05,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.1723119348613
26,88.76,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.112,KG,76.28,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.1336638846105
27,118.84,1,UN,4.9,4.9,SUCO,1,1.53,KG,104.95,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,85.0950158343598
28,190.95,1,UN,4.5,4.5,SUCO,1,1,UN,4.9,4.9,SUCO,1,2.552,KG,175.06,68.6,BUFFET,1,1,UN,6.5,6.5,CERVEJA LATA,85.0563677841091
29,94.5,1,UN,3.5,3.5,AGUA,1,2,UN,2,1,CHA,1,1.232,KG,84.51,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,85.0177197338584
30,73.48,1,UN,3.5,3.5,AGUA,1,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.838,KG,57.48,68.6,BUFFET,1,2,UN,9,4.5,SUCO,84.9790716836077
31,108.17,1,UN,14.4,14.4,TEMAKI,1,1.236,KG,84.78,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,84.9404236333569
32,132.28,1.732,KG,118.81,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,1,1,UN,4.5,4.5,SUCO,84.9017755831062
33,68.4,1,UN,5,5,CERVEJA,1,0.764,KG,52.41,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,6.5,6.5,CERVEJA LATA,84.8631275328555
34,125,1,UN,4.9,4.9,SUCO,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1,UN,12.5,12.5,WHISKY,1,1.474,KG,101.11,68.6,BUFFET,84.8244794826048
35,82.16,1,UN,6,6,CERVEJA,1,0.95,KG,65.17,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,6.5,6.5,CERVEJA LATA,84.785831432354
36,264.98,3,UN,10.5,3.5,CAFE EXPRESSO,1,2,UN,10,5,CERVEJA,1,2,UN,11,5.5,CERVEJA,1,1,UN,15,15,WHISKY,84.7471833821033
37,127.95,1,UN,4.5,4.5,SUCO,1,2,UN,7,3.5,CAFE EXPRESSO,1,1,UN,12.5,12.5,WHISKY,1,1.45,KG,99.47,68.6,BUFFET,84.7085353318526
38,120.39,1,UN,1,1,CHA,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1,UN,15,15,SAKE,1,1.362,KG,93.43,68.6,BUFFET,84.6698872816019
39,73.96,1,UN,3.5,3.5,AGUA,1,0.896,KG,61.46,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,84.6312392313511
40,72.35,1,UN,4.5,4.5,SUCO,1,0.858,KG,58.85,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,84.5925911811004
41,90.55,1,UN,3.5,3.5,AGUA,1,3,UN,3,1,CHA,1,1.16,KG,79.57,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,84.5539431308497
42,40.69,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,0.43,KG,29.49,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,84.515295080599
43,245.09,2,UN,9.8,4.9,SUCO,1,3.17,KG,217.32,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,2,UN,9,4.5,REFRIGERANTE,84.4766470303483
44,88.03,1,UN,3.5,3.5,AGUA,1,1.12,KG,76.83,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,84.4379989800975
45,83.29,1,UN,3.5,3.5,AGUA,1,1,UN,15,15,SAKE,1,0.786,KG,53.91,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,84.3993509298468
46,68.93,1,UN,14.4,14.4,TEMAKI,1,1,UN,4.5,4.5,SUCO,1,1,UN,6,6,SOBREMESA,1,0.642,KG,44.04,68.6,BUFFET,84.3607028795961
47,119.18,1,UN,3.5,3.5,AGUA,1,1,UN,6,6,SOBREMESA,1,1.22,KG,83.69,68.6,BUFFET,1,4,UN,26,6.5,CERVEJA LATA,84.3220548293454
48,114.59,1,UN,3.5,3.5,AGUA,1,1,UN,6,6,SOBREMESA,1,1.296,KG,88.9,68.6,BUFFET,1,2,UN,13,6.5,CERVEJA LATA,84.2834067790946
49,138.44,2,UN,28.8,14.4,TEMAKI,1,1,UN,4.9,4.9,SUCO,1,1.396,KG,95.76,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,84.2447587288439
50,133.19,1,UN,3.5,3.5,AGUA,1,3,UN,3,1,CHA,1,1.716,KG,117.71,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,84.2061106785932
51,36.71,1,UN,3.5,3.5,AGUA,1,0.372,KG,25.51,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,1,1,UN,3.2,3.2,DOCINHOS,84.1674626283425
52,129.63,6,UN,21,3.5,AGUA,1,1,UN,12,12,SOBREMESA,1,1.212,KG,83.14,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,84.1288145780918
53,75.54,3,UN,10.5,3.5,AGUA,1,1,UN,15,15,SAKE,1,0.664,KG,45.55,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,84.090166527841
54,174.51,3,UN,10.5,3.5,AGUA,1,1.932,KG,132.53,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,84.0515184775903
55,96.95,2,UN,24,12,SOBREMESA,1,0.67,KG,45.96,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,84.0128704273396
56,127.76,3,UN,10.5,3.5,AGUA,1,1.316,KG,90.27,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,83.9742223770889
57,210.17,2.474,KG,169.71,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,83.9355743268382
58,95.03,1,UN,38.4,38.4,SAKE,1,3,UN,13.5,4.5,SUCO,1,0.432,KG,29.63,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,83.8969262765874
59,198.32,2,UN,24,12,CAIPIRINHA,1,1,UN,15,15,CAIPIROSKA,1,2.126,KG,145.84,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,83.8582782263367
60,161.84,1,UN,6.5,6.5,SUSHI ESPECIAL,1,2,UN,12,6,CERVEJA,1,1,UN,9.8,9.8,SUSHI ESPECIAL,1,2,UN,25,12.5,WHISKY,83.819630176086
61,198.69,2,UN,13,6.5,SUSHI ESPECIAL,1,1,UN,15,15,SAKE,1,1.308,KG,89.72,68.6,BUFFET,1,12,UN,54,4.5,REFRIGERANTE,83.7809821258353
62,91.39,3,UN,13.5,4.5,SUCO,1,2,UN,12,6,CERVEJA,1,0.786,KG,53.91,68.6,BUFFET,1,1,UN,12,12,SOBREMESA,83.7423340755845
63,126.83,1,UN,20.9,20.9,SAKE,1,1,UN,12,12,SOBREMESA,1,1.18,KG,80.94,68.6,BUFFET,1,2,UN,13,6.5,CERVEJA LATA,83.7036860253338
64,249.95,1,UN,4.5,4.5,LIMONADA,1,3,UN,10.5,3.5,AGUA,1,3,UN,10.5,3.5,AGUA,1,3,UN,3,1,CHA,83.6650379750831
65,608.91,6,UN,27,4.5,SUCO,1,9,UN,31.5,3.5,AGUA,1,3,UN,14.7,4.9,SUCO,1,2,UN,12,6,CERVEJA LATA,83.6263899248324
66,124.64,1,UN,3.5,3.5,AGUA,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1.606,KG,110.17,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,83.5877418745817
67,88.95,1,UN,6,6,CERVEJA LATA,1,0.966,KG,66.26,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,9,4.5,REFRIGERANTE,83.5490938243309
68,58.82,1,UN,3.5,3.5,AGUA,1,1,UN,9.8,9.8,CERVEJA LATA,1,0.598,KG,41.02,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,83.5104457740802
69,370.48,1,UN,295,295,SUSHI ESPECIAL,1,1,UN,4.5,4.5,LIMONADA,1,1,UN,3.5,3.5,AGUA,1,0.984,KG,67.5,68.6,BUFFET,83.4717977238295
70,134.64,2,UN,36,18,CERVEJA,1,1,UN,12,12,CAIPIRINHA,1,1,UN,15,15,CAIPIROSKA,1,0.95,KG,65.17,68.6,BUFFET,83.4331496735788
71,92.46,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.166,KG,79.98,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,83.394501623328
72,121.16,1,UN,4.5,4.5,SUCO,1,1.57,KG,107.7,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,83.3558535730773
73,175.86,2.236,KG,153.38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,9,4.5,REFRIGERANTE,1,2,UN,9,4.5,REFRIGERANTE,83.3172055228266
74,121.11,1,UN,4.5,4.5,SUCO,1,1,UN,1,1,CHA,1,1,UN,1,1,CHA,1,1,UN,12,12,CAIPIRINHA,83.2785574725759
75,259.63,1,UN,4.5,4.5,SUCO,1,2,UN,7,3.5,AGUA,1,3.552,KG,243.66,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,83.2399094223251
76,68.25,1,UN,12.5,12.5,WHISKY,1,0.654,KG,44.86,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,6.4,3.2,DOCINHOS,83.2012613720744
77,110.48,1.414,KG,97,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,83.1626133218237
78,77.17,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.994,KG,68.18,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,83.123965271573
79,81.65,1,UN,4.5,4.5,SUCO,1,0.966,KG,66.26,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,6.4,3.2,DOCINHOS,83.0853172213223
80,92.63,1,UN,4.5,4.5,SUCO,1,2,UN,13,6.5,SUSHI ESPECIAL,1,1.03,KG,70.65,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,83.0466691710715
81,127.48,1,UN,3.5,3.5,AGUA,1,1,UN,3.5,3.5,AGUA,1,1,UN,3.5,3.5,CAFE EXPRESSO,1,1.64,KG,112.5,68.6,BUFFET,83.0080211208208
82,53.85,1,UN,14.4,14.4,TEMAKI,1,1,UN,4.5,4.5,SUCO,1,0.444,KG,30.45,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,82.9693730705701
83,100.09,1,UN,43.2,43.2,YAKISSOBA,1,1,UN,4.5,4.5,SUCO,1,2,UN,12,6,CERVEJA,1,0.414,KG,28.4,68.6,BUFFET,82.9307250203194
84,71.59,1,UN,25.6,25.6,SUSHI ESPECIAL,1,1,UN,3.5,3.5,AGUA,1,0.554,KG,38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,82.8920769700686
85,176.56,3,UN,13.5,4.5,SUCO,1,1.59,KG,109.07,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,1,6,UN,27,4.5,REFRIGERANTE,82.8534289198179
86,74.02,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.588,KG,40.33,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,82.8147808695672
87,201.54,6,UN,21,3.5,AGUA,1,2.37,KG,162.58,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,82.7761328193165
88,95.45,1,UN,12,12,CAIPIRINHA,1,1,UN,7,7,BACARDI,1,0.918,KG,62.97,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,82.7374847690658
89,140.68,1,UN,14.4,14.4,TEMAKI,1,3,UN,10.5,3.5,AGUA,1,1.248,KG,85.61,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,82.698836718815
90,129.32,1,UN,48,48,YAKISSOBA,1,1,UN,5,5,CERVEJA,1,1,UN,16,16,SAKE,1,0.814,KG,55.84,68.6,BUFFET,82.6601886685643
91,220.97,3,UN,10.5,3.5,AGUA,1,1,UN,18,18,CAIPIROSKA,1,2.216,KG,152.01,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,82.6215406183136
92,205.52,1,UN,18,18,SUSHI ESPECIAL,1,1.75,KG,120.05,68.6,BUFFET,1,9,UN,40.5,4.5,REFRIGERANTE,1,6,UN,27,4.5,REFRIGERANTE,82.5828925680629
93,74.33,0.728,KG,49.94,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,1,2,UN,6.4,3.2,DOCINHOS,82.5442445178121
94,128.85,1,UN,16,16,SAKE,1,1,UN,15,15,CAIPIROSKA,1,1.23,KG,84.37,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,82.5055964675614
95,67.55,0.498,KG,34.16,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,1,2,UN,6.4,3.2,DOCINHOS,82.4669484173107
96,104.82,1,UN,1,1,CHA,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1.222,KG,83.82,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,82.42830036706
97,86.92,1,UN,4.5,4.5,SUCO,1,1,UN,4.9,4.9,SUCO,1,1,UN,5.5,5.5,REFRIGERANTE,1,1.05,KG,72.03,68.6,BUFFET,82.3896523168093
98,92.4,1,UN,12,12,SOBREMESA,1,1,UN,12,12,SOBREMESA,1,0.866,KG,59.4,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,82.3510042665585
99,131.81,1,UN,3.5,3.5,AGUA,1,2,UN,2,1,CHA,1,1.591,KG,109.14,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,82.3123562163078
100,190.91,2.422,KG,166.14,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,82.2737081660571
101,85.52,1,UN,21.9,21.9,SAKE,1,1,UN,3.85,3.85,AGUA,1,1,UN,6,6,CERVEJA,1,0.784,KG,53.78,68.6,BUFFET,82.2350601158064
102,91.73,1,UN,3.85,3.85,AGUA,1,1,UN,15,15,SAKE,1,1,UN,15,15,CAIPIROSKA,1,0.704,KG,48.29,68.6,BUFFET,82.1964120655556
103,106.57,1,UN,16,16,SAKE,1,0.994,KG,68.18,68.6,BUFFET,1,1,UN,6.5,6.5,CERVEJA LATA,1,2,UN,15.9,7.95,CERVEJA LATA,82.1577640153049
104,30.86,1,UN,5.5,5.5,SUCO,1,1,UN,12,12,CAIPIRINHA,1,0.122,KG,8.36,68.6,BUFFET,1,1,UN,5,5,SUCO,82.1191159650542
105,145.55,1,UN,6.9,6.9,CERVEJA LATA,1,1,UN,9.8,9.8,CERVEJA LATA,1,1,UN,15,15,SAKE,1,1.428,KG,97.96,68.6,BUFFET,82.0804679148035
106,78.74,1,UN,5.5,5.5,SUCO,1,1,UN,4.5,4.5,LIMONADA,1,0.93,KG,63.79,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,82.0418198645528
107,106.22,1,UN,1,1,CHA,1,1.39,KG,95.35,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,82.003171814302
108,58.43,1,UN,5.5,5.5,SUCO,1,1,UN,6.8,6.8,REFRIGERANTE,1,0.626,KG,42.94,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,81.9645237640513
109,161.23,1,UN,5.5,5.5,SUCO,1,1,UN,4.95,4.95,SUCO,1,1.982,KG,135.96,68.6,BUFFET,1,2,UN,9.9,4.95,REFRIGERANTE,81.9258757138006
110,116.53,2,UN,11,5.5,SUCO,1,2,UN,11,5.5,LIMONADA,1,1,UN,3.85,3.85,AGUA,1,1.322,KG,90.68,68.6,BUFFET,81.8872276635499
111,120.21,1.536,KG,105.36,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,CERVEJA,81.8485796132991
112,121.2,1,UN,5.5,5.5,SUCO,1,2,UN,13.8,6.9,CERVEJA LATA,1,1.248,KG,85.61,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,81.8099315630484
113,77.84,0.944,KG,64.75,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,CERVEJA,1,1,UN,3.2,3.2,DOCINHOS,81.7712835127977
114,170.68,1,UN,3.85,3.85,AGUA,1,2.216,KG,152.01,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,2,UN,9.9,4.95,REFRIGERANTE,81.732635462547
115,102.09,1.272,KG,87.25,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,1,1,UN,4.95,4.95,REFRIGERANTE,81.6939874122963
116,57.11,1,UN,3.5,3.5,AGUA,1,0.716,KG,49.11,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
117,34.17,1,UN,4.5,4.5,SUCO,1,0.386,KG,26.47,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
118,32.35,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.406,KG,27.85,68.6,BUFFET,,,"",,,"",
119,62.36,1,UN,4.5,4.5,LIMONADA,1,0.778,KG,53.37,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
120,45.01,0.544,KG,37.31,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
121,67.53,1,UN,3.5,3.5,AGUA,1,0.868,KG,59.54,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
122,64.11,1,UN,4.5,4.5,SUCO,1,0.77,KG,52.82,68.6,BUFFET,1,1,UN,6.8,6.8,HARUMAKI,,,"",,,"",
123,31.32,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.34,KG,23.32,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
124,46,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.554,KG,38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
125,37.36,1,UN,3.5,3.5,AGUA,1,0.428,KG,29.36,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
126,56.6,0.694,KG,47.6,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
127,53.29,1,UN,3.5,3.5,AGUA,1,2,UN,7,3.5,CAFE EXPRESSO,1,0.624,KG,42.8,68.6,BUFFET,,,"",,,"",
128,69.21,1,UN,4.5,4.5,SUCO,1,0.824,KG,56.52,68.6,BUFFET,1,1,UN,8.2,8.2,BULE CHA,,,"",,,"",
129,105.63,2,UN,9,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.358,KG,93.15,68.6,BUFFET,,,"",,,"",
130,44.92,0.48,KG,32.71,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
131,43.79,1,UN,12,12,TEMAKI,1,1,UN,4.5,4.5,LIMONADA,1,0.398,KG,27.3,68.6,BUFFET,,,"",,,"",
132,106.74,1,UN,4.5,4.5,LIMONADA,1,1,UN,15,15,SAKE,1,1.27,KG,87.26,68.6,BUFFET,,,"",,,"",
133,99.63,1,UN,9.8,9.8,CERVEJA LATA,1,1.244,KG,85.33,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
134,116.26,1.498,KG,102.76,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
135,104.57,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.408,KG,96.58,68.6,BUFFET,,,"",,,"",
136,187.07,2,UN,7,3.5,AGUA,1,2.56,KG,175.61,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
137,91.28,1,UN,4.5,4.5,LIMONADA,1,2,UN,30,15,CAIPIROSKA,1,0.828,KG,56.8,68.6,BUFFET,,,"",,,"",
138,78.73,3,UN,10.5,3.5,AGUA,1,0.798,KG,54.74,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
139,84.92,3,UN,10.5,3.5,AGUA,1,3,UN,10.5,3.5,AGUA,1,0.932,KG,63.93,68.6,BUFFET,,,"",,,"",
140,102.75,1.17,KG,80.26,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,2,UN,9,4.5,CERVEJA,,,"",,,"",
141,116.03,3,UN,10.5,3.5,AGUA,1,1.342,KG,92.06,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
142,99.12,1,UN,1,1,CHA,1,1.234,KG,84.65,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
143,71.72,3,UN,10.5,3.5,AGUA,1,0.846,KG,58.03,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
144,142.78,3,UN,10.5,3.5,AGUA,1,1.732,KG,118.81,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
